Signal,Mean (µV),RMS (µV),MRS (µV),Zero Crossings,Frequency (Hz),Delta (µV² /Hz),Theta (µV² /Hz),Alpha (µV² /Hz),Beta (µV² /Hz),Gamma (µV² /Hz),Skewness,Variance,Kurtosis,Hjorth Mobility,Hjorth Complexity,Spectral Entropy,Hurst Component,Label
e16.8,-25.0002,107.1427,77.5368,21,10.5,1.039072085,0.3006932484,0.2894564741,0.335578552,0.1600101811,0.07177051165,472.328715,0.1475330657,0.01653604016,124.0864624,0.7391224413,nan,1
e16.9,41.5745,127.9336,91.4067,13,6.5,2.03678939,0.6536536606,0.4321395563,0.3176467275,0.1508192394,-0.2003195748,666.3838152,0.057444485,0.01620884371,106.6596014,0.6841322318,nan,1
e16.10,-1.6904,92.8628,63.3122,16,8,0.9081768535,0.4246589501,0.5783930929,0.3965805138,0.2817572016,0.1878884581,627.2702161,-0.06617343179,0.01574297862,107.5241351,0.7991121645,0.7748943757,1
e16.11,-3.987,113.6679,77.674,40,20,0.9006240138,0.2559531887,0.2305463293,0.2770024096,0.1287365317,0.2486889213,425.9313026,0.8225643775,0.03155153647,55.93067997,0.7307173663,nan,1
e16.12,-18.4718,108.1227,77.8826,55,27.5,0.9574034951,0.5571059872,0.3487842563,0.329016366,0.1720723888,-0.04250625294,542.4882517,0.2727528385,0.03626594344,42.1137275,0.7850122637,nan,1
e16.13,2.2106,133.4872,96.5332,70,35,0.8176659293,0.3329566091,0.3039631447,0.3112423277,0.1521631963,0.03639352885,460.4437414,0.3738757275,0.03963926041,42.33579976,0.779445486,nan,1
e16.14,-23.2382,117.0551,86.5429,76,38,1.424735431,0.3954268086,0.2151063886,0.2226944724,0.1014795117,-0.0392460052,473.0911552,0.1180591127,0.02653206393,60.89099725,0.6493545077,nan,1
e16.15,-52.4811,171.0216,131.7894,32,16,0.7799548306,0.3172837512,0.2572601177,0.3375075461,0.1301476815,0.1287108254,466.9439965,0.1483056957,0.03671902997,41.67469233,0.7805797643,nan,1
e16.16,-8.1403,124.1569,94.6974,69,34.5,0.890400247,0.3028702338,0.2236773536,0.2034266062,0.09477318904,-0.1336690398,373.461618,0.2241434104,0.03225553646,56.13809615,0.7238854583,nan,1
e16.17,33.0495,140.8668,108.7144,55,27.5,3.569521837,0.4788283268,0.2561096754,0.325778287,0.1542811988,0.2387974492,557.9244762,0.3800422953,0.01883028491,96.76889907,0.4899732209,nan,1
e16.18,64.4471,144.7417,105.0349,66,33,1.250792604,0.2658504349,0.2484559836,0.3031954753,0.1474592961,0.08834792627,431.7307411,0.2527550062,0.03521265066,50.5679573,0.6801861402,nan,1
e16.19,94.203,150.8276,112.4411,52,26,1.43951945,0.3589687143,0.2400424363,0.2245445322,0.1018417907,0.02013925042,470.019446,0.3366416856,0.02811435812,61.4080434,0.6487306389,nan,1
e16.20,-4.3889,128.7578,97.9351,73,36.5,1.108366977,0.371891559,0.2681256779,0.3094307366,0.1535824469,0.2435268636,457.9422513,0.07001956981,0.031052891,59.82939079,0.7313226205,0.7089640331,1
e17.1,-31.2018,198.2092,157.1978,10,5,3.162728874,0.1911215783,0.0373732419,0.01750259682,0.01144018451,0.1239539362,176.2720552,-0.2200661717,0.01694861887,115.2552787,0.1925529973,nan,0
e17.2,-16.7902,355.0926,305.91,2,1,8.027170298,0.3612207549,0.07258560849,0.0280228814,0.01206859626,0.1437445141,560.0996007,-0.6481177628,0.0124997817,134.622005,0.1540149847,0.7941919474,0
e17.3,582.879,654.69,582.879,0,0,15.1675452,0.2261596567,0.071968374,0.02383773968,0.01307173194,-0.01621269162,557.5233293,-0.5319275026,0.009865336935,173.5032147,0.07328714313,0.7900566837,0
e17.4,280.4183,595.8025,535.5677,2,1,14.92734674,0.8003125558,0.09412653399,0.02459548074,0.01262740593,-0.8646456274,1056.99519,0.09075584716,0.01057294245,133.3488788,0.1541895968,0.7822061497,0
e17.5,486.6045,558.0681,502.2238,2,1,18.33719323,0.2484418488,0.1495693841,0.04481157177,0.01618101371,-0.06421138929,845.8368388,-0.7597535776,0.009705850593,163.3924557,0.08335979208,nan,0
e17.6,971.1722,995.9126,971.1722,0,0,41.83908034,0.1871661728,0.07428958237,0.021864453,0.01256293382,-0.004951112396,287.2276083,-0.1175630426,0.01003476162,235.9861394,0.02868267668,0.7783716608,0
e17.7,1044.9701,1046.31,1044.9701,0,0,40.79045508,0.06039585659,0.009866794868,0.01643304909,0.01237375162,-0.2695214292,87.06024168,-0.203460125,0.00943643548,182.5825027,0.01068654516,nan,0
e17.8,442.0657,542.0926,454.5761,6,3,15.52185898,0.226000377,0.09241370342,0.02805901563,0.0132113394,-0.2663861036,491.8050937,-0.6104189248,0.0108309551,142.075976,0.07707613915,nan,0
e17.9,-30.0391,445.0844,415.9765,1,0.5,11.21584337,0.465852236,0.166961449,0.0424651858,0.01803188443,0.1426706123,935.7872398,-0.9656452946,0.01261254887,146.48251,0.1635342469,nan,0
e17.10,309.3226,478.1551,378.4135,12,6,10.76706447,0.8585769667,0.2366027272,0.0395609593,0.01318682156,0.06659084171,679.0734207,-0.6895743584,0.01358848508,107.4015656,0.2347749097,nan,0
e17.11,672.6139,828.6884,686.3582,4,2,24.16689618,0.4582897331,0.3352125183,0.05842519165,0.01395070115,0.2085978266,877.7374849,-0.6286711377,0.01008486962,117.1819695,0.1112963876,0.8014448419,0
e17.12,-71.1193,739.9716,620.9033,3,1.5,13.10748245,0.7652145985,0.1685319509,0.07270794659,0.01801973289,-0.1155848437,1835.51161,-0.8619607151,0.01033466923,122.0233775,0.1911404559,0.8076041744,0
e17.13,-166.267,376.9351,248.6498,9,4.5,11.23280891,0.2828566949,0.11110317,0.04655478177,0.01567155678,-0.482342585,846.1770548,-0.4049157266,0.01155601631,117.0846387,0.1208942255,nan,0
e17.14,-401.315,480.1644,408.7846,6,3,18.84983895,0.3361267608,0.09022611509,0.02993409182,0.01461062951,0.1823427315,656.7497808,-0.6531990377,0.0126480105,156.8517322,0.08055151701,0.7797909981,0
e17.15,506.7158,803.5629,735.575,1,0.5,21.59669539,0.6653571639,0.1033973785,0.06041039543,0.02162733409,-0.3292243351,1570.792184,-0.7787925668,0.01239632963,174.2765774,0.1131925865,0.7898746025,0
e17.16,368.9717,586.9575,488.6781,2,1,11.66073198,0.3816603405,0.07071424688,0.02882060441,0.01290872938,-0.1871468804,789.7830096,-0.7508189597,0.01273318513,114.7869529,0.1197696182,nan,0
e17.17,180.1316,201.6737,180.1316,0,0,5.409396276,0.08877437987,0.02129678457,0.01434269014,0.01137804749,0.05830929602,128.6947617,-0.5199227292,0.01755269261,127.388237,0.07900179209,nan,0
e17.18,-444.7649,602.1585,461.3484,1,0.5,20.68406858,0.6625782164,0.2503423155,0.05552500689,0.01850353941,-0.4180199573,689.109053,-0.3586905576,0.01272422388,163.5637989,0.1354140692,0.7621574436,0
e17.19,-182.1838,291.1231,218.0408,3,1.5,11.7768089,0.5043572398,0.1163810009,0.05463313627,0.02365648663,-0.2334973195,611.2004026,0.1493723061,0.01729703822,91.3333871,0.1562785764,0.7821054184,0
e17.20,750.3855,835.0847,750.3855,0,0,24.58827199,0.3812409078,0.06678294366,0.02224418525,0.01299698416,0.5500697051,485.8489683,-0.01734295754,0.008609451876,190.1038115,0.06509576052,nan,0
e18.1,-54.296,208.6007,171.4358,9,4.5,9.634564806,0.3741347998,0.4954257518,0.2585310709,0.07386662282,-0.01158187044,573.0005676,-0.3388817548,0.008976298107,155.645335,0.2801692366,nan,0
e18.2,231.9794,346.1696,297.8807,4,2,7.324013444,0.5591298174,0.4795461178,0.2672485264,0.07523670625,0.3246460524,716.1365897,0.07997208574,0.008409617891,189.4960676,0.3655379857,0.7846327738,0
e18.3,414.1788,491.4683,414.1818,2,1,17.96037297,0.5306147353,0.4736397217,0.2597472255,0.07046514775,0.1269447664,557.5517283,-0.4572292255,0.01017168894,133.3262032,0.1954290633,nan,0
e18.4,133.574,205.6047,158.5454,10,5,7.91952218,0.3535572204,0.5369395569,0.2412342457,0.06753038565,-0.03697636784,434.0361622,-0.3944432567,0.01119101983,113.329681,0.3177092742,0.7452657549,0
e18.5,0.9031,250.6555,200.0749,13,6.5,5.525924256,0.3119318508,0.6758660196,0.3531692373,0.09747047889,-0.2129551815,677.5164994,-0.5550386898,0.01008113515,141.4960303,0.435086724,nan,0
e18.6,-462.2012,1255.8503,752.0107,6,3,227.7853778,159.4507722,91.84849533,14.45460407,0.1019544608,0.4158497585,63744.09769,0.4109092534,0.0102462381,115.1377953,0.7071959425,0.7506340474,0
e18.7,-572.6348,651.7433,574.9731,2,1,37.08549855,3.957099595,0.979647532,0.4630227814,0.1163042731,0.03300761613,2911.848766,-0.05159022428,0.0074775712,140.4388606,0.2965881208,nan,0
e18.8,33.8216,506.8037,255.4626,16,8,45.63233052,19.80402323,21.19174805,7.538269982,0.06976396849,-0.01721053337,12362.65701,1.925440442,0.01284221191,83.27098745,0.7559118926,0.7436966249,0
e18.9,1021.9925,1255.778,1136.807,5,2.5,995.778849,11.69117678,5.468379685,1.576068801,0.2291614957,-0.1858511386,25256.46317,-0.4094918181,0.01018077276,112.0542902,0.06718690458,nan,0
e18.10,833.5555,878.3305,833.5555,0,0,361.6048593,1.487098318,0.8825180457,0.3689728538,0.1029954085,0.5092645448,3107.535832,-0.04292186101,0.008560042229,115.7330275,0.03217396874,0.778918966,0
e18.11,374.2753,403.0353,374.2753,0,0,81.28079863,0.6055959069,0.6738053844,0.313864865,0.08775548161,-0.1843546445,1275.956993,-0.05518825226,0.01071765369,109.4876346,0.07217538692,0.7760630809,0
e18.12,227.1223,293.7416,255.1238,4,2,6.593375652,0.4585623058,0.6006775399,0.3810124737,0.1221866672,-0.3516703138,639.0981862,0.03056825794,0.009957524561,110.492798,0.4156715949,nan,0
e18.13,84.4628,239.8506,183.1562,17,8.5,4.061484584,0.4143223398,0.4621868095,0.2688970604,0.07159897858,0.5078252086,677.4928996,0.3485003946,0.01193580649,107.0528806,0.4761368752,0.7829178509,0
e18.14,73.467,174.2864,143.3552,12,6,3.338783013,0.3589014974,0.499156858,0.2639643639,0.0691614007,-0.1066726609,516.5632714,-0.01868720545,0.01210559477,108.3386971,0.5184593791,nan,0
e18.15,-208.5789,292.523,224.4847,14,7,37.87226851,0.3460759594,0.4875531121,0.2445097144,0.06546856492,-0.04765596722,581.0432655,-0.1606843056,0.009384082475,140.7658001,0.09776145156,nan,0
e18.16,-147.9217,851.6058,673.174,4,2,154.81984,15.71433743,2.14711497,0.5567068971,0.1489745216,0.377473598,24093.44604,0.03988517065,0.01065359302,88.14303294,0.2432845016,nan,0
e18.17,-1329.8481,1403.0468,1329.8481,0,0,1346.084204,3.187704941,0.9374373328,0.3603457139,0.09779211077,0.3344309715,6218.597085,0.1222667145,0.01361728878,94.50429503,0.01547570933,nan,0
e18.18,-1329.8481,1403.0468,1329.8489,0,0,1133.465692,7.242233464,1.852559993,0.4776109087,0.1238923798,-0.07786214269,10807.31498,-0.5547678983,0.009221237988,162.0202467,0.03366106224,nan,0
e18.19,1348.6341,1526.3267,1397.9828,1,0.5,1345.075131,10.98282266,2.865688015,0.7763585658,0.2135307764,-0.07384765833,21154.47723,-0.2602025454,0.01180358964,102.5470369,0.04164084859,nan,0
e18.20,-70.0137,447.7849,385.0364,7,3.5,78.8497221,5.852413765,1.483834504,0.5682597505,0.1629765507,-0.05771577212,12423.14757,-0.2899215612,0.01104490798,106.7746247,0.2313957126,nan,0
e19.1,72.5073,211.6516,170.2767,6,3,4.400772575,0.9014408343,0.8710776037,0.3736106654,0.1149759352,-0.2123561876,768.0550796,0.9526472201,0.007511709876,205.967455,0.6040149775,nan,0
e19.2,-273.1164,340.5146,303.1788,6,3,5.896346129,1.153933403,1.476919621,0.4762183816,0.1261502244,0.2455261741,919.0956375,0.05186165608,0.01071278644,157.9841572,0.6166877942,nan,0
e19.3,-418.9748,445.5948,426.9599,4,2,8.355340254,0.8826889179,0.7889763866,0.3964997009,0.1097891839,0.3496649648,653.6024815,0.6930468093,0.01006597934,149.2742527,0.4405764484,0.7855733203,0
e19.4,-23.9644,148.8748,121.9634,15,7.5,5.503195147,0.6837009835,0.7047801461,0.3455792047,0.09409668574,0.3359653167,582.3800938,0.06312125976,0.009834449346,197.4343849,0.5005993812,0.7884092752,0
e19.5,151.2993,207.2951,171.8915,6,5,4.546701178,0.8849302638,0.7879368139,0.392636104,0.1034754508,0.3201818273,619.0261524,0.3693699797,0.01012471112,179.2285946,0.5893605529,nan,0
e19.6,219.2407,285.8991,224.3101,10,5,5.879630794,1.508169764,1.098643584,0.7138949874,0.1264682823,0.2103696424,964.2097344,-0.2636683133,0.01068178463,170.0982485,0.6425442153,nan,0
e19.7,94.7619,306.9755,247.4996,9,4.5,6.687706009,0.8700773109,0.9947597821,0.4178232859,0.1056548544,0.2907420775,906.7076938,-0.04413935607,0.009755988163,183.7379697,0.5180877839,nan,0
e19.8,-254.633,310.2299,272.0076,6,3,7.447929476,1.131064642,1.068643563,0.6166482146,0.1768774434,0.05981785222,881.3129963,-0.2175821958,0.01022599895,179.6713163,0.5480954888,nan,0
e19.9,-115.5201,220.015,195.0208,8,4,4.6539501,0.9128130036,1.00729164,0.4784153091,0.145425126,0.2873464569,810.71912,0.04313431391,0.009549422836,183.2845737,0.6208525415,nan,0
e19.10,45.3723,174.5121,137.3237,13,6.5,5.956026025,0.7697195418,0.8613574945,0.3256439387,0.09615572813,0.2222448328,585.9487142,0.4901999563,0.009669585693,182.3698674,0.506624943,nan,0
e19.11,59.1994,217.9641,165.3749,5,2.5,4.991739435,1.252384844,0.9915572182,0.6419638511,0.1453363884,0.3215383019,911.0477811,-0.3005007548,0.01158342981,145.1109511,0.6496927274,nan,0
e19.12,-4.3473,209.3023,171.9541,10,5,3.209741206,0.8343560451,0.7825562247,0.3673531497,0.08737898562,0.09379004673,689.8242185,0.0664014362,0.009741114224,173.6577892,0.6601702647,nan,0
e19.13,-187.5945,296.2827,247.6635,8,4,4.262170271,0.8530641666,0.8763328838,0.4122478708,0.1120313691,0.5079732262,783.6271209,0.1699360991,0.009333859442,153.9232656,0.614066577,nan,0
e19.14,-177.8134,231.032,197.6738,7,3.5,2.653871535,0.8484352987,0.7717612671,0.3748627156,0.1176372805,0.04392619395,635.3325835,0.122777476,0.01126332218,152.0597665,0.7008900745,0.786734317,0
e19.15,-263.0933,345.4858,314.1046,5,2.5,4.788195875,1.22276495,1.329207588,0.5722344631,0.1518083308,-0.1620647116,1017.816518,0.353829416,0.009178640493,186.5464642,0.6713094161,nan,0
e19.16,-89.4931,197.8638,153.971,15,7.5,1.726712423,0.9709936566,0.7841246864,0.3475320135,0.09460228151,0.06002546234,640.8170878,0.127515822,0.01081570771,148.8393628,0.7724866133,nan,0
e19.17,202.4525,237.4734,202.5199,2,1,3.535925381,0.7938451027,0.7114157651,0.3558040243,0.0991314359,-0.005095409519,564.5545847,0.2589906927,0.01098732703,181.2712192,0.6244983046,nan,0
e19.18,-79.2977,229.7544,196.6679,6,3,2.390659415,0.9510262704,0.9296691365,0.4143796141,0.1185408734,0.2056383489,741.4843146,0.2347280527,0.01034318948,185.5587483,0.7438097859,0.7766124193,0
e19.19,12.8717,252.6836,213.0488,5,2.5,2.18509382,1.193050594,1.404062095,0.5555060609,0.1599781194,0.2363110457,989.6750697,-0.4416320763,0.009361382346,178.7319195,0.7943655758,nan,0
e19.20,-153.4357,314.9486,262.5725,4,2,3.981688724,0.8893418588,0.8393278399,0.4220870998,0.1089512569,0.2972965498,828.0365353,-0.05539366586,0.008000704295,190.6954701,0.6315105043,nan,0
e20.1,794.6248,1018.7605,914.886429,1,0.5,41.21969287,1.537834281,0.6249342605,0.2957600912,0.07064897216,-0.5613203065,2063.582241,-0.1105925846,0.01029717502,148.2215998,0.1666828868,nan,1
e20.2,-636.9935,648.3071,636.9935,0,0,23.87780167,0.3369867932,0.173203565,0.1285678291,0.03639211847,-0.2366963723,273.3895882,0.5275981101,0.009529788693,207.4240842,0.09222210358,nan,1
e20.3,-344.0351,362.455,344.0351,0,0,6.47165087,0.3717333561,0.1847150467,0.1544151541,0.05347520228,0.5363716115,274.8100643,0.9917395853,0.009557898453,164.6428543,0.2659835947,nan,1
e20.4,-112.144,154.9341,130.1286,6,3,1.580101484,0.2936298105,0.1717058952,0.1329283341,0.04436503613,0.1388534757,228.6898218,0.5504692379,0.01278208412,141.3862832,0.5444448873,nan,1
e20.5,-107.3906,200.3709,153.6834,6,3,2.137341781,0.4579366222,0.2049577186,0.1333913954,0.03555995274,-0.6377051598,291.90451,1.898181502,0.01126360794,151.8069085,0.5274228233,nan,1
e20.6,95.7448,458.0549,376.8052,5,2.5,11.18188753,0.9552868824,0.4305917315,0.2312894245,0.05771264755,-0.1888109566,1406.209675,-0.1470029804,0.0100310977,141.4497171,0.3110302427,nan,1
e20.7,668.0246,686.9957,668.0246,0,0,25.35439449,0.5079662429,0.2272369105,0.151130651,0.03633366956,-0.03602230027,423.0921853,0.5427138369,0.01029094289,153.3910103,0.1127841166,nan,1
e20.8,-223.1755,305.2024,273.6354,3,1.5,5.691465687,0.4112682618,0.317948846,0.187302741,0.05016728475,0.5902062607,446.9665794,0.9813781845,0.009238365263,205.3170484,0.3428463179,nan,1
e20.9,-130.3354,157.3001,133.7252,4,2,2.262542886,0.2720510101,0.1532401423,0.1213776931,0.03573375529,-0.04853421038,196.8599701,1.167425432,0.01170193867,140.6809685,0.4340398978,nan,1
e20.10,-25.9522,94.1842,68.8914,10,5,0.8447777187,0.3029053184,0.167264922,0.1475837142,0.04818514199,-0.004983254908,232.0082879,0.8315111344,0.01410421293,101.5007952,0.6947285642,nan,1
e20.11,72.2063,116.6107,92.8747,9,4.5,0.7051175285,0.2922198408,0.1795136468,0.1430148659,0.04427122904,-0.05957708357,227.7845591,0.7684074837,0.01562317966,94.42830744,0.7297509745,nan,1
e20.12,-94.8015,160.4893,118.736,11,5.5,2.954397735,0.3632829636,0.1781932322,0.1289557178,0.03683214141,-0.2887107361,319.938376,0.8816048437,0.01209429022,136.8906353,0.414645586,nan,1
e20.13,419.632,638.3099,513.4967,1,0.5,27.11994388,1.201459592,0.3439751805,0.2204387826,0.05340658426,-0.1368470349,1615.566427,0.1177150747,0.008726526739,169.7276757,0.1756977452,0.7851067137,1
e20.14,26.6726,353.7891,305.8579,5,2.5,8.567013547,0.5213072715,0.2592910781,0.157567458,0.04024830761,-0.2026873732,965.5565699,-0.09179358839,0.009989910633,172.1721743,0.2619170737,nan,1
e20.15,-289.2651,311.8816,289.2651,0,0,11.79355272,0.3549790522,0.1972073246,0.1832441743,0.05283714061,-0.2813352658,299.5327941,-0.06906176656,0.01076385762,174.9330245,0.1789713404,nan,1
e20.16,-62.3152,118.4299,88.5557,5,2.5,2.291607035,0.2546743966,0.1543172613,0.1240627026,0.03559286998,-0.5671381674,223.5333299,0.7502152153,0.01229248266,132.4542409,0.4265919177,0.7831978186,1
e20.17,62.9051,111.5964,89.7452,12,6,1.069967432,0.2545865359,0.1542348522,0.1254884759,0.03454389263,-0.4503216583,188.7833159,0.9782587669,0.01367180327,128.0735326,0.6131316673,0.7558874719,1
e20.18,61.065,113.2922,85.8515,11,5.5,0.65843081,0.50269669,0.1967863549,0.1821690388,0.05315536322,0.04480599074,270.8431509,0.1897114089,0.0163645783,93.02590175,0.7676105381,nan,1
e20.19,-37.7074,83.7179,49.9238,19,9.5,0.7421485243,0.2987732626,0.1605275899,0.1216685769,0.03507791316,-0.4098787981,201.3328391,1.420598069,0.0153753848,101.6321318,0.7032584404,0.7617265139,1
e20.20,45.0761,109.1797,85.4237,9,4.5,1.6890942,0.3605096138,0.1912851073,0.1815445797,0.05675310817,-0.287516183,305.8496523,0.392795049,0.01311088846,137.7712881,0.5784172689,nan,1
e33.1,-50.0521,100.3175,72.246,19,9.5,0.6135058339,0.1105387903,0.1411433909,0.311414533,0.2436673327,0.09476510827,374.1763218,-0.1352684962,0.01333787867,152.6951226,0.6980622616,nan,1
e33.2,7.2928,75.9028,49.4988,17,8.5,0.4650646327,0.1440110322,0.1084334572,0.2171799884,0.1501301118,-0.003349302128,285.4454927,-0.0269340609,0.01461350845,134.7825687,0.735274391,nan,1
e33.3,-2.4257,92.7764,61.0221,24,12,0.5601808382,0.1554384636,0.09399254335,0.3061818822,0.2413867892,-0.1433502374,390.8228412,0.5395121998,0.01295590739,153.2647109,0.7047502462,nan,1
e33.4,32.7721,109.5626,81.0808,16,8,0.7689811423,0.2084864418,0.1064352684,0.2947353035,0.2327674286,-0.182032102,393.2771655,-0.1787072523,0.01199425461,163.8366576,0.688329136,nan,1
e33.5,-96.9317,268.6784,220.8977,9,4.5,6.154932559,0.4476241886,0.1705944889,0.2008765781,0.1539868548,-0.07258652138,753.2532864,-0.5852198106,0.00829273654,191.2877007,0.3047442608,0.7836264171,1
e33.6,-204.2464,280.9347,233.6632,8,4,6.551671042,0.5973417419,0.3077957302,0.2579827228,0.1711728768,-0.04350088643,651.9301592,-0.1783443974,0.01125720537,128.0991824,0.3653010803,nan,1
e33.7,79.6414,186.7136,166.9181,7,3.5,3.197619721,0.2018791365,0.1198498925,0.2939803838,0.2425967872,-0.7812360512,478.5448169,0.4047553842,0.01039360891,214.9631067,0.3921098519,nan,1
e33.8,42.9369,92.5077,68.7634,12,6,2.123614837,0.08779819631,0.1244563635,0.2859818835,0.2256835154,-0.0891293339,342.1233675,-0.2675567549,0.01106133881,181.0861335,0.4309992169,nan,1
e33.9,-6.8388,117.4949,89.7112,14,7,1.03253875,0.1706213283,0.09051829507,0.2276856297,0.1744758061,-0.1771129953,347.3433999,-0.23015261,0.01102025738,144.5263998,0.5959553009,nan,1
e33.10,-25.83,135.1787,109.7974,12,6,1.006811374,0.1729659585,0.0961543998,0.308894433,0.2540750243,0.2660535842,419.3001214,-0.1083425117,0.01078590377,174.7732408,0.6251315393,nan,1
e33.11,91.3031,280.015,224.5029,11,5.5,2.087966536,0.2323674406,0.2205586081,0.2841001889,0.2445198295,0.06866158844,565.4684693,-0.8506831324,0.009682614016,139.6013751,0.5386798163,nan,1
e33.12,-34.059,157.5969,140.0777,10,5,1.077826766,0.2009793401,0.1196517592,0.1944300117,0.1351935322,-0.2721717405,356.1918872,-0.3675449477,0.01237980233,106.6617308,0.6060198803,nan,1
e33.13,82.8553,161.2493,123.3449,12,6,1.064643317,0.205009459,0.1376918847,0.3014402317,0.2277394551,0.1372621794,427.8660905,0.1262777852,0.01013022607,154.9810928,0.6487615162,nan,1
e33.14,161.3766,221.0455,186.8403,14,7,1.595321288,0.2078299153,0.1181112837,0.2830558818,0.2415653538,-0.05731408704,400.5905755,-0.3523316239,0.00994126447,126.053552,0.5493407126,nan,1
e33.15,117.426,164.784,149.7694,12,6,1.787955497,0.2011927277,0.1554881485,0.3513767813,0.2399304406,-0.2325157358,404.9537358,-0.07160934382,0.01045549944,148.9312096,0.5570221056,nan,1
e33.16,68.2939,131.6299,101.9514,18,9,1.285932026,0.2046005322,0.1156369856,0.2043707656,0.1650790193,0.03966521446,323.1847724,0.001506900394,0.01216541679,119.0613445,0.5686119663,nan,1
e33.17,-153.0846,273.6309,212.5671,7,3.5,3.937118677,0.3021191539,0.1403405242,0.2945907061,0.249580424,-0.5516075651,501.5071324,-0.08898468062,0.01147960729,129.3926423,0.3852086043,nan,1
e33.18,-57.9444,142.1225,110.5687,16,8,1.459980778,0.30757491,0.135447222,0.2971703112,0.2274584263,-0.3399175962,464.8356478,0.3985223358,0.01181515319,105.4968807,0.6124467132,nan,1
e33.19,-124.1842,221.7022,192.3728,7,3.5,3.936567966,0.148486175,0.1307599453,0.2919458676,0.2474328663,0.2643545648,472.854159,-0.6728399123,0.009682938634,222.9173513,0.3322812597,nan,1
e33.20,60.5113,131.4906,110.7895,10,5,1.42444304,0.1659081797,0.1136338706,0.1896623475,0.1519356458,-0.1548314302,296.805935,-0.1216271406,0.01002846194,160.844332,0.519943457,nan,1
e38.1,60.5203,90.3701,69.5809,11,5,0.8273944354,0.1212879539,0.03771425634,0.01262557174,0.001775372891,0.3951560271,94.29504899,0.4554995719,0.0152931214,87.34039948,0.3676921354,0.7703494592,1
e38.2,-54.29,179.463,135.3086,7,3.5,2.458605587,0.2489203972,0.06277079699,0.01619482151,0.002108866674,0.4038140917,213.7594588,0.3039105047,0.01174244773,125.9772176,0.2746393478,nan,1
e38.3,-17.6403,138.2911,120.2827,6,3,1.113769005,0.2647876422,0.05223445989,0.01379559004,0.002485995184,0.3575788219,168.9602138,0.3470615124,0.01424841456,103.2552873,0.4203456792,nan,1
e38.4,32.8822,117.442,101.318,8,4,2.341685077,0.1405158345,0.02286726229,0.009209526708,0.001266376501,0.3594414834,171.9314842,0.3385339408,0.01330853524,118.5104258,0.1808617447,nan,1
e38.5,220.9299,241.3269,221.8748,2,1,3.427101328,0.2207866399,0.04388055097,0.01346345996,0.001721125288,0.3306426982,253.5585854,0.2516333373,0.01266331737,124.7784817,0.1947857384,nan,1
e38.6,20.3581,132.9191,110.0881,5,2.5,1.182923424,0.1682419936,0.04489732397,0.01287466624,0.002315248191,0.7777104031,182.7498387,1.099724662,0.01507585727,98.49069481,0.3442337707,nan,1
e38.7,-61.3728,154.3202,123.1146,7,3.5,2.026794677,0.1708962212,0.0260451929,0.01089545403,0.001408401709,0.3016069173,153.355676,1.075068854,0.0134474941,120.2686278,0.2257872944,nan,1
e38.8,10.9882,147.8248,123.5521,4,2,1.46812274,0.167514431,0.04594278146,0.01313323347,0.002472355953,0.1812815335,169.2673515,0.02922514722,0.01335337038,111.635396,0.3040200649,nan,1
e38.9,11.2141,130.1203,108.2147,9,4.5,1.998885541,0.09102303718,0.03736760897,0.01272210307,0.001792806637,0.2007639204,159.9599904,0.09593705763,0.01413504834,117.0547087,0.1862462005,nan,1
e38.10,-56.3732,163.2264,145.4584,6,3,2.34157058,0.2281310597,0.04736870301,0.01633019393,0.002161492947,-0.1827115606,226.4288374,0.3787834114,0.01348541768,104.3051329,0.2613432665,0.7767620982,1
e38.11,-26.227,135.5861,109.3686,10,5,3.048145397,0.1311327701,0.0338057544,0.01228078082,0.001672063021,-0.2141941081,215.6804744,0.4595036387,0.01259357919,153.206547,0.1571901509,0.7757400925,1
e38.12,81.659,147.9513,123.8167,9,4.5,1.487729118,0.1583703545,0.04117880169,0.01633040251,0.002293917046,0.2443318636,170.064337,0.4293032983,0.01526113495,94.06716594,0.294762156,nan,1
e38.13,104.698,178.9284,155.6316,2,1,1.656769821,0.100104705,0.03124659439,0.01022602848,0.001744442641,0.4036300307,172.7301926,0.6908368925,0.01425540964,122.4584235,0.209254141,0.7751810162,1
e38.14,84.3824,143.413,118.5559,6,3,1.414409082,0.07646823832,0.03419484357,0.01005242504,0.001371332064,0.3694996808,155.6188065,0.4000232553,0.01478170496,111.8195955,0.2131965155,nan,1
e38.15,30.0188,208.0585,167.2296,5,2.5,1.494532495,0.204891386,0.03936067066,0.01263984633,0.001492187726,0.6756702465,211.7435066,0.5504759357,0.01368143688,118.4697258,0.315434144,nan,1
e38.16,-48.9459,113.3977,96.7252,6,3,1.240344112,0.09905368726,0.02954278257,0.008928393458,0.001165696543,0.3051452707,124.0093686,0.1580720228,0.0129049855,117.0378235,0.2481969001,nan,1
e38.17,-160.9119,209.9226,168.2955,5,2.5,2.343538269,0.06725044573,0.01756382403,0.00946706186,0.001258982212,0.05579215267,118.39041,-0.1008698252,0.01185682119,158.557473,0.1208356853,nan,1
e38.18,6.3051,85.0222,63.1098,17,8.5,0.4874244137,0.09603896366,0.03501208268,0.01154383562,0.001317329447,0.5409086954,76.64499914,1.388438832,0.0169268964,83.68926337,0.4472043683,nan,1
